,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
5126,Foot Locker,1185732,2020-12-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35.0,75,2625,919,Outlet
5127,Foot Locker,1185732,2020-12-14,Midwest,Minnesota,Minneapolis,Men's Apparel,45.0,75,3375,1013,Outlet
5128,Foot Locker,1185732,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,30.0,75,2250,900,Outlet
5129,Foot Locker,1185732,2021-06-09,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.0,75,2625,919,Outlet
5130,Foot Locker,1185732,2021-06-10,Midwest,Nebraska,Omaha,Women's Street Footwear,25.0,75,1875,656,Outlet
5131,Foot Locker,1185732,2021-07-11,Midwest,Nebraska,Omaha,Women's Athletic Footwear,20.0,75,1500,600,Outlet
5132,Foot Locker,1185732,2021-07-12,Midwest,Nebraska,Omaha,Men's Apparel,30.0,75,2250,788,Outlet
5133,Amazon,1185732,2021-10-21,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,75,2625,788,Outlet
5134,Amazon,1185732,2021-11-02,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,75,2625,788,Outlet
5135,Amazon,1185732,2021-11-03,Northeast,Maine,Portland,Men's Apparel,50.0,75,3750,938,Outlet
5136,Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,75,2625,788,Online
5137,Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,75,2625,788,Online
5138,Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.0,75,1875,563,Online
5139,Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.0,75,1875,563,Online
5140,Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.0,75,1875,563,In-store
5141,West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25.0,75,1875,563,In-store
5142,West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15.0,75,1125,338,In-store
5143,West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15.0,75,1125,338,In-store
5144,Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Athletic Footwear,30.0,75,2250,788,In-store
5145,West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Men's Apparel,45.0,75,3375,1013,In-store
5146,Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50.0,75,3750,1313,In-store
5147,Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Men's Apparel,60.0,75,4500,1350,In-store
5148,Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,75,2250,900,In-store
5149,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30.0,75,2250,900,In-store
5150,Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Apparel,45.0,75,3375,1013,In-store
5151,Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,75,3750,1500,In-store
5152,Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Apparel,60.0,75,4500,1350,In-store
5153,Foot Locker,1185732,2021-07-14,Midwest,Illinois,Chicago,Women's Street Footwear,38.0,75,285,140,Online
5154,Foot Locker,1185732,2021-07-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,49.0,75,368,180,Online
5155,Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,75,345,166,Online
5156,Foot Locker,1185732,2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,46.0,75,345,169,Online
5157,Sports Direct,1197831,2021-08-21,South,Texas,Dallas,Men's Apparel,38.0,75,285,100,Online
5158,Foot Locker,1185732,2021-12-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54.0,75,405,190,Online
5159,West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Women's Athletic Footwear,59.0,75,443,204,Online
5160,West Gear,1128299,2020-05-12,West,Colorado,Denver,Men's Apparel,64.0,75,480,317,Online
5161,Foot Locker,1185732,2020-11-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42.0,75,315,142,Online
5162,Kohl's,1189833,2021-01-31,Midwest,Montana,Billings,Men's Apparel,41.0,75,308,228,Online
5163,Amazon,1185732,2021-10-13,South,Alabama,Birmingham,Men's Athletic Footwear,38.0,75,285,131,Online
5164,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Apparel,69.0,75,518,274,Online
5165,Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Apparel,60.0,75,450,171,Online
5166,Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Athletic Footwear,51.0,75,383,145,Online
5167,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Apparel,64.0,75,480,245,Online
5168,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,54.0,75,405,182,Online
5169,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,51.0,75,383,210,Online
5170,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Apparel,73.0,75,548,230,Online
5171,Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Apparel,41.0,75,308,151,Online
5172,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Street Footwear,14.0,75,105,51,Online
5173,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,38.0,75,285,143,Online
5174,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Apparel,39.0,75,293,146,Online
5175,West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Street Footwear,49.0,75,368,165,Online
5176,West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Apparel,51.0,75,383,207,Online
5177,West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Apparel,39.0,75,293,146,Online
5178,West Gear,1197831,2021-03-06,West,Idaho,Boise,Men's Apparel,37.0,75,278,125,Online
5179,Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Athletic Footwear,46.0,75,345,173,Online
5180,Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,39.0,75,293,146,Online
5181,Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Women's Street Footwear,28.0,75,210,109,Online
5182,Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Women's Apparel,36.0,75,270,135,Online
5183,Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Men's Apparel,46.0,75,345,159,Online
5184,Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,38.0,75,285,143,Online
5185,Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,19.0,75,143,74,Online
5186,Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,14.0,75,105,55,Online
5187,West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Men's Apparel,34.0,75,255,120,Online
5188,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Apparel,43.0,75,323,145,Online
5189,Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,52.0,75,390,207,Online
5190,Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,75,105,51,Online
5191,Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Women's Street Footwear,9.0,75,68,31,Online
5192,Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,43.0,75,323,158,Online
5193,Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Street Footwear,15.0,75,113,53,Online
5194,Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41.0,75,308,129,Online
5195,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,75,338,145,Online
5196,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,64.0,75,480,250,Online
5197,Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Apparel,52.0,75,390,199,Online
5198,Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,46.0,75,345,155,Online
5199,Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Apparel,28.0,75,210,109,Online
5200,Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.0,75,240,110,Online
5201,West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,61.0,75,458,233,Online
5202,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Apparel,19.0,75,143,73,Online
5203,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Apparel,55.0,75,413,165,Online
5204,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,75,240,132,Online
5205,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Apparel,34.0,75,255,128,Online
5206,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.0,75,203,103,Online
5207,West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,28.0,75,210,116,Online
5208,West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Apparel,36.0,75,270,138,Online
5209,West Gear,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.0,75,308,145,Online
5210,Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41.0,75,308,169,Online
5211,Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Men's Apparel,50.0,75,375,150,Online
5212,Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Street Footwear,38.0,75,285,143,Online
5213,Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Women's Street Footwear,37.0,75,278,150,Online
5214,Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,47.0,75,353,183,Online
5215,Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Street Footwear,38.0,75,285,157,Online
5216,Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Apparel,38.0,75,285,125,Online
5217,Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,52.0,75,390,148,Online
5218,Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Street Footwear,49.0,75,368,169,Online
5219,Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,54.0,75,405,239,Online
5220,Amazon,1185732,2021-11-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,55.0,75,413,206,Online
5221,Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.0,75,338,172,Online
5222,Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.0,75,285,117,Online
5223,Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Apparel,45.0,75,338,159,Online
5224,Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,52.0,75,390,168,Online
5225,Foot Locker,1185732,2021-12-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,53.0,75,398,143,Outlet
5226,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,75,150,63,Outlet
5227,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,14.0,75,105,47,Outlet
5228,West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,39.0,75,293,108,Outlet
5229,West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,33.0,75,248,116,Outlet
5230,Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,35.0,75,263,105,Outlet
5231,Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,31.0,75,233,86,Outlet
5232,Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,17.0,75,128,52,Outlet
5233,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Street Footwear,23.0,75,173,55,Outlet
5234,Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,22.0,75,165,48,Outlet
5235,Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,27.0,75,203,65,Outlet
5236,Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Street Footwear,36.0,75,270,84,Outlet
5237,West Gear,1128299,2020-01-11,West,Nevada,Las Vegas,Women's Athletic Footwear,44.0,74,326,150,Online
5238,West Gear,1128299,2020-04-05,West,Colorado,Denver,Women's Athletic Footwear,56.0,74,414,178,Online
5239,Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,23.0,74,170,90,Online
5240,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Athletic Footwear,53.0,74,392,196,Online
5241,Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,45.0,74,333,147,Online
5242,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Apparel,64.0,74,474,147,Online
5243,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Apparel,33.0,74,244,112,Online
5244,West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,39.0,74,289,153,Online
5245,Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,43.0,74,318,156,Online
5246,Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Women's Apparel,49.0,74,363,189,Online
5247,Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Street Footwear,51.0,74,377,208,Online
5248,Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,23.0,74,170,92,Online
5249,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,32.0,74,237,104,Online
5250,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,74,185,74,Online
5251,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,24.0,74,178,92,Online
5252,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,29.0,74,215,107,Online
5253,West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Apparel,41.0,74,303,167,Online
5254,Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men's Apparel,50.0,74,370,155,Online
5255,Kohl's,1185732,2021-02-08,Northeast,New Jersey,Newark,Women's Apparel,32.0,74,237,126,Online
5256,Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Apparel,48.0,74,355,153,Online
5257,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Street Footwear,43.0,74,318,127,Online
5258,Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Apparel,53.0,74,392,173,Online
5259,Foot Locker,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Apparel,63.0,74,466,233,Online
5260,Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Street Footwear,47.0,74,348,177,Online
5261,Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Women's Street Footwear,33.0,74,244,122,Online
5262,Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,30.0,74,222,78,Outlet
5263,Foot Locker,1185732,2021-12-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,42.0,74,311,99,Outlet
5264,Foot Locker,1185732,2021-05-23,South,Tennessee,Knoxville,Women's Street Footwear,19.0,74,141,55,Outlet
5265,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Apparel,39.0,74,289,136,Outlet
5266,Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Apparel,39.0,74,289,121,Outlet
5267,West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Athletic Footwear,13.0,74,96,41,Outlet
5268,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26.0,74,192,81,Outlet
5269,West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,74,104,44,Outlet
5270,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,74,237,78,Outlet
5271,Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Street Footwear,32.0,74,237,99,Outlet
5272,Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40.0,74,296,124,Outlet
5273,Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Apparel,41.0,74,303,112,Outlet
5274,Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Apparel,39.0,74,289,92,Outlet
5275,Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Street Footwear,25.0,74,185,78,Outlet
5276,Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Men's Apparel,43.0,74,318,105,Outlet
5277,Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,41.0,74,303,112,Outlet
5278,Foot Locker,1185732,2021-07-23,Midwest,Illinois,Chicago,Women's Apparel,53.0,73,387,248,Online
5279,West Gear,1128299,2020-05-30,West,Washington,Seattle,Men's Apparel,51.0,73,372,145,Online
5280,Foot Locker,1185732,2020-12-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,37.0,73,270,122,Online
5281,Sports Direct,1197831,2021-08-17,South,Alabama,Birmingham,Men's Apparel,37.0,73,270,135,Online
5282,Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Athletic Footwear,48.0,73,350,123,Online
5283,Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Women's Street Footwear,23.0,73,168,81,Online
5284,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,73,168,89,Online
5285,West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Apparel,69.0,73,504,222,Online
5286,West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Apparel,41.0,73,299,126,Online
5287,West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,44.0,73,321,177,Online
5288,Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47.0,73,343,178,Online
5289,Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Women's Street Footwear,34.0,73,248,124,Online
5290,Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,37.0,73,270,130,Online
5291,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19.0,73,139,67,Online
5292,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,73,329,138,Online
5293,Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36.0,73,263,108,Online
5294,Foot Locker,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Apparel,53.0,73,387,205,Online
5295,Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36.0,73,263,118,Online
5296,Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Street Footwear,48.0,73,350,158,Online
5297,West Gear,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women's Apparel,49.0,73,358,190,Online
5298,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Apparel,28.0,73,204,112,Online
5299,West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,48.0,73,350,158,Online
5300,West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,57.0,73,416,250,Online
5301,West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,73,175,88,Online
5302,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37.0,73,270,149,Online
5303,Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Apparel,50.0,73,365,193,Online
5304,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Apparel,38.0,73,277,136,Online
5305,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48.0,73,350,186,Online
5306,Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,27.0,73,197,71,Online
5307,Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.0,73,277,122,Online
5308,Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Apparel,59.0,73,431,194,Online
5309,West Gear,1128299,2020-03-18,West,Nevada,Las Vegas,Women's Athletic Footwear,38.0,72,274,123,Online
5310,West Gear,1128299,2020-03-24,West,Colorado,Denver,Women's Athletic Footwear,36.0,72,259,117,Online
5311,Amazon,1185732,2021-11-10,Northeast,Maine,Portland,Women's Apparel,56.0,72,403,214,Online
5312,Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Apparel,53.0,72,382,153,Online
5313,Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Athletic Footwear,56.0,72,403,181,Online
5314,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27.0,72,194,95,Online
5315,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,72,166,91,Online
5316,West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,72,137,75,Online
5317,West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Apparel,34.0,72,245,105,Online
5318,Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,51.0,72,367,176,Online
5319,Amazon,1185732,2021-11-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,39.0,72,281,132,Online
5320,Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,19.0,72,137,73,Online
5321,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,34.0,72,245,127,Online
5322,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,14.0,72,101,50,Online
5323,Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Apparel,37.0,72,266,147,Online
5324,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Apparel,33.0,72,238,121,Online
5325,Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34.0,72,245,105,Online
5326,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.0,72,230,113,Online
5327,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Apparel,59.0,72,425,221,Online
5328,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,72,101,50,Online
5329,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Apparel,47.0,72,338,186,Online
5330,West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,36.0,72,259,132,Online
5331,Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.0,72,302,145,Online
5332,Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Women's Apparel,61.0,72,439,184,Online
5333,Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Apparel,39.0,72,281,140,Online
5334,Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Men's Apparel,60.0,72,432,173,Online
5335,Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,24.0,72,173,88,Online
5336,Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,41.0,72,295,148,Online
5337,Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,52.0,72,374,187,Online
5338,Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Apparel,55.0,72,396,186,Online
5339,Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,51.0,72,367,154,Online
5340,Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Women's Street Footwear,28.0,72,202,85,Outlet
5341,Foot Locker,1185732,2021-11-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,43.0,72,310,133,Outlet
5342,Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Apparel,43.0,72,310,105,Outlet
5343,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,72,230,76,Outlet
5344,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Street Footwear,19.0,72,137,57,Outlet
5345,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Apparel,26.0,72,187,88,Outlet
5346,Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34.0,72,245,69,Outlet
5347,Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Men's Athletic Footwear,33.0,72,238,112,Outlet
5348,Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Men's Apparel,43.0,72,310,121,Outlet
5349,Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,72,288,121,Outlet
5350,Foot Locker,1185732,2021-11-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,59.0,70,413,190,Online
5351,West Gear,1128299,2020-01-06,West,Nevada,Las Vegas,Men's Apparel,47.0,70,329,214,Online
5352,Amazon,1185732,2021-12-28,Northeast,Maine,Portland,Men's Athletic Footwear,46.0,70,322,151,Online
5353,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Apparel,63.0,70,441,123,Online
5354,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,42.0,70,294,126,Online
5355,Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24.0,70,168,87,Online
5356,Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Apparel,44.0,70,308,148,Online
5357,West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,18.0,70,126,67,Online
5358,Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Men's Apparel,39.0,70,273,96,Online
5359,Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,18.0,70,126,63,Online
5360,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Apparel,68.0,70,476,219,Online
